1.5,28.21992188,28.06533019,28.40334305,28.78357686,28.76918799,28.33526868,27.79352602,27.35411598,26.81906836,25.96265828,24.94804688,23.78789724,22.87534514,21.59828876,20.09273886,19.40873073,21.4282235,23.2544945,24.78599083,26.175,27.1646332,27.91372421,28.26591984,28.78615195,28.68945954,28.76918799,28.78357686,28.40334305,28.47207411
1.5,2.862890625,2.847207411,3.200376681,3.111738039,2.989006544,2.833526868,2.647002478,2.735411598,2.462975666,2.163554856,2.044921875,1.829838249,1.516597468,1.275489494,0.983261689,0.684008132,0.680261063,0.758298734,0.665395727,0.81796875,1.20197492,1.368319814,1.823607732,1.985251859,2.125145151,2.241754908,2.722770784,2.800329596,2.847207411
1.5,1.6359375,1.626975663,2.000235426,1.944836275,1.86812909,2.125145151,1.985251859,2.127542354,2.189311703,1.923159872,2.044921875,1.829838249,1.769363712,1.700652658,1.539018296,0.171002033,0.340130532,0.505532489,0.665395727,0.81796875,0.961579936,1.094655851,1.215738488,1.323501239,1.416763434,1.494503272,1.55586902,1.600188341,1.626975663
2,28.62890625,28.87881802,28.80339013,29.17254412,29.14281381,29.0436504,28.12440133,27.96198522,27.36639628,26.68384323,25.56152344,24.45329297,23.50726075,22.27854983,20.77674699,20.09273886,22.02345193,23.88641012,25.45138656,26.78847656,27.64542316,28.46105213,28.87378909,29.11702726,29.39784126,29.14281381,29.17254412,29.20343722,29.28556194
2,2.862890625,2.847207411,2.800329596,2.722770784,2.989006544,2.833526868,2.647002478,2.431476976,2.189311703,1.923159872,1.840429688,1.497140386,1.263831223,0.935358962,0.641257623,0.427505082,0.510195798,0.631915612,0.831744659,1.226953125,1.442369904,1.641983777,1.823607732,2.316127169,2.47933601,2.615380726,2.722770784,2.800329596,2.847207411
2,2.044921875,2.440463495,2.400282511,2.722770784,2.615380726,2.47933601,2.647002478,2.735411598,2.462975666,2.644344824,2.45390625,2.495233976,2.401279324,2.295881089,2.180275919,1.453517279,1.530587393,1.516597468,1.663489318,1.6359375,1.682764888,1.641983777,1.823607732,1.654376549,1.770954293,1.86812909,1.944836275,2.400282511,2.033719579
2.5,15.13242188,15.4562688,16.40193049,17.11455922,17.93403927,18.41792464,18.85989266,18.84394656,19.1564774,19.23159872,19.22226563,18.79742929,18.32555273,17.68678765,16.75819922,15.77493753,15.98613499,16.68257214,16.96759104,17.17734375,17.30843885,17.24082966,17.02033883,16.54376549,15.93858863,15.69228436,15.5586902,15.20178924,15.4562688
2.5,25.35703125,26.84509844,28.00329596,28.78357686,29.14281381,29.0436504,29.11702726,28.56985447,27.64006025,26.44344824,25.15253906,23.62154831,22.36981265,20.83299507,19.02397616,14.62067381,13.86031917,13.52299409,12.80886775,12.06503906,11.29856425,10.39923059,10.33377715,12.90413708,15.58439777,17.93403927,20.22629726,22.00258968,23.99789103
2.5,1.6359375,1.626975663,2.000235426,1.944836275,1.86812909,2.125145151,1.985251859,2.127542354,2.189311703,1.923159872,2.044921875,1.829838249,1.769363712,1.700652658,1.539018296,0.171002033,0.340130532,0.505532489,0.665395727,0.81796875,0.961579936,1.094655851,1.215738488,1.323501239,1.416763434,1.494503272,1.55586902,1.600188341,1.626975663
3,17.17734375,17.48998838,17.60207175,17.50352647,17.56041345,17.35535207,17.86726673,17.9321427,18.06182155,17.78922882,17.79082031,17.7993357,17.94640337,17.85685291,17.52770837,17.39945685,17.60175502,17.567254,17.7993357,17.79082031,17.54883384,17.24082966,17.02033883,17.20551611,17.00116121,16.43953599,16.33662471,16.40193049,17.08324446
52.5,3.680859375,3.660695242,4.000470851,3.889672549,3.73625818,3.896099444,3.639628408,3.647215464,3.557631517,3.125134793,3.067382813,2.82793184,2.906811813,2.891109519,2.821533542,2.65053151,2.550978988,2.401279324,2.328885045,2.249414062,2.40394984,2.462975666,2.735411598,2.647002478,2.47933601,2.615380726,3.111738039,3.200376681,3.253951326
52.5,2.044921875,1.626975663,1.200141255,1.166901765,1.494503272,2.125145151,2.316127169,2.735411598,3.283967554,3.605924761,3.885351562,4.158723294,4.423409281,4.591762178,4.702555904,5.001809462,5.101957975,5.181708015,5.323165816,5.316796875,5.288689649,4.925951331,4.862953952,4.632254337,4.250290302,4.109883998,3.500705294,3.200376681,2.847207411
52,4.498828125,4.474183074,4.400517937,4.667607059,4.483509816,4.250290302,4.301379028,4.255084708,3.83129548,3.846319745,3.476367187,3.493327567,3.538727425,3.48633795,3.462791166,3.334539641,3.231240051,3.033194935,3.160629703,3.067382812,3.125134793,3.010303591,3.03934622,3.308753098,3.187717727,3.362632362,3.500705294,4.000470851,4.067439158
52,4.498828125,3.660695242,3.200376681,2.722770784,2.241754908,2.47933601,2.977877788,3.343280842,3.83129548,4.086714729,4.498828125,4.824119021,5.055324892,5.272023241,5.386564036,5.643067085,5.782219039,5.940006749,6.154910475,6.339257812,6.490664569,6.294271145,6.382627062,6.286630886,6.021244595,5.978013088,5.445541569,5.200612107,4.88092699
52,0.81796875,0.813487832,0.80009417,0.77793451,0.747251636,0.708381717,0.66175062,0.607869244,0.547327926,0.721184952,0.613476563,0.665395727,0.758298734,0.680261063,0.684008132,0.085501016,0.170065266,0.252766245,0.332697864,0.408984375,0.480789968,0.547327926,0.607869244,0.66175062,0.708381717,0.747251636,0.77793451,0.80009417,0.813487832
51.5,3.680859375,3.660695242,4.000470851,3.889672549,3.73625818,3.896099444,3.639628408,3.647215464,3.557631517,3.125134793,3.067382813,2.82793184,2.906811813,2.891109519,2.821533542,2.65053151,2.550978988,2.401279324,2.328885045,2.249414062,2.40394984,2.462975666,2.735411598,2.647002478,2.47933601,2.615380726,3.111738039,3.200376681,3.253951326
51.5,2.044921875,1.626975663,1.200141255,1.166901765,1.494503272,2.125145151,2.316127169,2.735411598,3.283967554,3.605924761,3.885351562,4.158723294,4.423409281,4.591762178,4.702555904,5.001809462,5.101957975,5.181708015,5.323165816,5.316796875,5.288689649,4.925951331,4.862953952,4.632254337,4.250290302,4.109883998,3.500705294,3.200376681,2.847207411
51.5,2.862890625,3.253951326,4.000470851,4.278639804,4.483509816,4.958672019,5.294004957,5.470823196,5.473279257,5.529084633,5.521289063,5.489514748,5.434474259,5.272023241,5.04455997,4.488803363,4.166599013,3.791493669,3.326978635,2.862890625,2.40394984,1.91564774,1.823607732,1.985251859,2.125145151,2.241754908,2.722770784,2.800329596,2.847207411
51,3.680859375,4.067439158,4.400517937,5.056574314,5.230761452,5.667053736,5.624880267,5.774757818,6.020607182,6.250269585,6.134765625,6.154910475,6.066389871,5.952284305,5.728568101,5.172811495,4.846860077,4.423409281,4.158723294,3.885351562,3.605924761,3.283967554,2.735411598,2.647002478,2.833526868,2.989006544,3.111738039,3.200376681,3.660695242
51,0.81796875,0.813487832,1.200141255,1.166901765,1.120877454,1.062572576,0.992625929,1.215738488,1.094655851,1.20197492,1.226953125,1.330791454,1.390214345,1.360522127,1.368016263,0.769509148,0.850326329,0.884681856,0.998093591,1.022460937,0.961579936,1.094655851,1.215738488,0.992625929,1.062572576,1.120877454,1.166901765,1.200141255,0.813487832
50.5,2.862890625,3.253951326,4.000470851,4.278639804,4.483509816,4.958672019,5.294004957,5.470823196,5.473279257,5.529084633,5.521289063,5.489514748,5.434474259,5.272023241,5.04455997,4.488803363,4.166599013,3.791493669,3.326978635,2.862890625,2.40394984,1.91564774,1.823607732,1.985251859,2.125145151,2.241754908,2.722770784,2.800329596,2.847207411
42.5,13.90546875,14.23603705,14.40169507,14.39178843,14.19778109,14.16763434,13.5658877,13.98099261,15.32518192,16.34685891,17.38183594,18.13203356,19.08385147,19.72757084,20.22099039,20.09273886,19.47247294,18.7047021,18.13203356,17.38183594,16.34685891,15.32518192,14.58886186,13.89676301,14.16763434,14.19778109,14.39178843,14.40169507,14.23603705
42,14.31445313,15.04952488,15.20178924,15.16972294,14.94503272,14.5218252,14.22763832,14.58886186,15.87250984,16.82764888,17.9953125,18.79742929,19.71576708,20.4078319,20.90499852,20.73399649,20.152734,19.33661771,18.63108036,17.9953125,16.82764888,15.87250984,14.89279648,14.55851363,14.5218252,14.94503272,15.16972294,15.20178924,15.04952488
41.5,36.80859375,37.42044025,37.20437892,36.95188922,35.86807853,34.71070413,33.08753098,32.21706993,31.74501969,31.01095294,30.06035156,28.94471413,28.05705315,28.1458015,27.83058085,28.42908797,29.33625836,30.5847156,31.4399481,32.10527344,32.21292786,32.29234761,31.91313531,32.09490505,33.2939407,34.74720108,36.17395471,36.80433183,37.01369634
41,33.53671875,32.94625718,32.00376681,30.72841314,29.89006544,29.0436504,29.77877788,30.3934622,30.65036384,30.53016297,30.26484375,30.10915665,29.95279999,29.67638889,28.94209406,29.54060118,30.86684575,32.48046243,33.76883315,34.76367187,35.33806265,35.30265121,35.56035077,35.73453346,35.41908585,35.49445271,35.3960202,34.80409641,33.75974501
40.5,32.71875,32.13276935,30.80362556,29.56151137,28.39556217,27.2726961,28.12440133,28.56985447,28.7347161,28.36660812,28.01542969,27.61392267,27.42513754,26.95534464,28.17258492,30.22460931,32.22736788,33.74429366,35.0996246,35.990625,36.29964259,36.39730706,36.47215464,36.39628408,35.77327671,35.86807853,35.3960202,34.40404932,33.3530011
40,10.63359375,9.761853979,9.201082958,8.557279608,7.846142179,7.08381717,5.955755577,4.862953952,4.104959443,3.365529777,2.45390625,1.497140386,2.022129957,2.976142152,3.933046756,5.643067085,6.377447469,7.077454849,7.984748724,8.793164063,9.375404378,10.12556662,10.63771177,10.91888522,10.97991661,11.20877454,11.28005039,11.20131838,10.98208573
40,11.04257812,12.20231747,12.80150672,13.61385392,14.19778109,14.5218252,14.55851363,14.58886186,14.50419003,14.42369904,14.10996094,13.6406124,12.89107848,12.15966651,11.24338366,10.13187045,9.863785419,9.605117295,9.315540178,8.99765625,8.654219426,8.757246811,9.118038659,9.926259294,10.2715349,10.83514872,10.89108314,11.20131838,11.38882964
39.5,42.94335938,39.86090375,36.40428475,35.78498745,36.61533017,37.19004014,37.38891001,37.3839585,36.94463498,36.29964259,35.58164062,36.26406712,37.4094042,38.09461955,39.84347366,42.28025263,43.11154489,44.23409281,45.24690944,46.01074219,47.83860182,49.25951331,50.45314725,50.95479771,51.00348362,50.43948543,49.39884137,48.00565022,45.96206249
39,43.76132813,40.67439158,37.20437892,36.17395471,36.98895598,37.89842186,38.05066063,37.99182775,37.49196291,36.78043256,36.19511719,36.92946285,38.04131981,38.77488061,40.52748179,42.96426076,43.79180596,44.86600842,45.91230517,46.62421875,48.31939179,49.80684124,50.75708187,51.61654833,51.71186534,51.18673707,50.17677588,48.4056973,46.3688064
38.5,30.67382813,30.9125376,30.80362556,30.33944588,29.89006544,29.39784126,28.78615195,27.6580506,26.54540439,24.76068336,22.903125,20.79361647,18.45193586,15.81606972,13.12440602,11.67088874,13.00999284,14.66044219,16.13584638,17.58632813,18.99120374,19.97746929,21.57935816,23.82302231,25.85593267,27.27468472,28.78357686,29.6034843,30.50579369
38.5,44.98828125,44.74183074,44.00517937,43.56433255,43.34059489,42.50290302,41.35941373,39.81543548,38.3129548,37.02082754,35.58164062,35.43232246,36.77748859,37.66945639,39.62972112,44.63153058,46.51285021,48.27835272,49.57198166,50.50957031,50.72334163,51.17516105,51.66888574,52.27829895,52.42024706,51.56036289,50.56574314,48.80574439,46.77555032
38,31.49179688,31.72602543,31.60371973,31.11738039,30.63731708,30.10622297,29.44790257,28.26591984,26.81906836,25.48186831,23.51660156,21.4590122,19.08385147,16.49633079,13.80841415,12.35489688,13.6902539,15.2923578,16.80124211,18.19980469,19.47199371,20.52479721,22.1872274,24.48477293,26.21012353,28.02193635,29.56151137,30.40357847,31.31928152
38,38.44453125,38.640672,38.80456726,38.89672549,39.23071089,39.31518529,39.04328656,38.29576237,37.76562687,37.50161751,37.21757812,36.76311392,35.89280674,35.88377109,35.95317741,39.07396451,40.22043537,41.32728099,42.25262867,42.534375,42.54991218,42.41791424,43.15871632,43.67554089,43.5654756,43.34059489,42.39743078,41.20484977,39.04741592
37.5,30.67382813,29.28556194,30.40357847,31.8953149,32.87907199,33.2939407,33.7492816,33.73674304,33.1133395,32.69371783,31.69628906,30.27550558,28.56258564,27.80567097,26.97557069,27.27482424,28.31586676,29.4472675,30.60820344,31.28730469,31.49174291,31.47135573,32.21706993,33.08753098,33.64813156,33.62632362,33.45118392,33.20390807,32.13276935
37.5,42.94335938,41.0811355,38.40452017,39.67466,40.35158835,40.37775787,40.3667878,39.81543548,38.86028272,37.98240748,37.83105469,37.59485858,37.4094042,38.09461955,38.77471095,42.75050822,44.13193649,45.11877466,45.91230517,46.21523437,46.15583694,47.34386557,48.3256049,48.96954585,49.23252933,48.57135634,47.84297235,46.80550896,45.14857465
37,27.40195313,29.28556194,30.80362556,31.8953149,32.87907199,33.2939407,33.41840629,33.1288738,32.83967554,31.97253288,31.0828125,29.61010985,27.93067003,27.1254099,26.33431306,25.60755442,25.67985514,25.52939071,25.45138656,25.56152344,25.72226329,25.45074854,25.53050825,25.47739886,25.50174181,25.03292981,24.89390431,24.40287219,26.03161061
37,34.76367188,33.3530011,31.20367264,32.67324941,33.99994944,35.06489499,35.73453346,35.86428539,35.84997913,36.05924761,37.01308594,37.42850965,38.04131981,38.51978271,38.56095841,39.11671502,39.62520694,39.6843004,39.75739469,39.46699219,38.70359243,39.13394669,40.1193701,40.3667878,40.37775787,39.97796253,38.89672549,38.00447309,36.60695242
36.5,34.3546875,35.38672067,36.40428475,36.95188922,36.98895598,36.48165843,35.73453346,34.64854691,33.1133395,31.49174291,29.446875,27.11487588,26.41407256,27.21044254,28.72834152,31.12236998,31.97226998,32.35407931,32.93708849,33.53671875,33.89569275,33.93433139,34.04067766,34.08015691,34.00232242,33.62632362,33.06221667,32.00376681,33.3530011
36.5,44.57929688,41.89462333,40.00470851,39.28569275,39.60433671,40.02356701,40.03591249,39.51150086,39.40761065,39.90556735,39.87597656,40.58913935,42.21196285,43.62174069,44.54602956,45.40103973,45.32239335,45.49792403,46.24500303,47.4421875,49.04057674,50.35416916,51.36495112,51.94742364,52.0660562,51.93398871,50.56574314,49.20579147,47.18229423
36,29.446875,30.9125376,32.00376681,32.67324941,32.87907199,32.58555898,32.42578036,31.60920069,30.65036384,29.56858304,28.62890625,28.11296947,28.05705315,28.31586676,29.28409813,30.86586693,31.37704155,31.59578058,31.77264597,31.69628906,31.25134793,30.65036384,29.78559295,29.44790257,29.0436504,29.14281381,29.17254412,29.20343722,29.69230585
36,44.98828125,42.70811116,40.80480268,40.06362726,40.35158835,41.08613959,41.02853842,40.42330472,40.5022665,40.86714729,40.8984375,41.75358187,43.09664471,44.21696912,44.84528312,45.40103973,45.32239335,45.49792403,46.24500303,47.4421875,49.04057674,50.35416916,51.36495112,52.27829895,52.42024706,51.93398871,51.34367765,49.60583856,47.58903815
35.5,30.67382813,32.13276935,33.20390807,33.84015118,33.99994944,34.00232242,33.41840629,32.52100455,31.47135573,30.28976799,29.03789062,28.44566733,28.05705315,28.06076887,28.81384254,30.39561134,31.12194365,31.46939745,31.9389949,32.10527344,31.97253288,31.47135573,31.00133144,30.4405285,30.46041383,30.26369126,30.33944588,30.80362556,30.9125376
35.5,52.75898437,51.24973339,49.60583856,47.06503784,44.08784653,42.85709388,43.34466558,44.07052019,44.05989802,43.51149211,43.96582031,44.91421157,46.00345652,46.85298074,47.53856514,49.46233801,52.03997135,54.09197635,55.89324107,57.46230469,58.89677109,60.20607182,60.48298977,60.5501817,60.21244595,59.40650507,57.95612098,56.00659192,54.0969408
35,23.31210938,23.59114712,23.60277802,22.94906804,22.41754908,21.60564237,20.51426921,19.14788118,17.78815758,16.34685891,14.7234375,13.14156561,11.62724725,9.863785419,8.037095545,10.17462096,11.39437281,12.51192911,13.80696134,15.13242188,16.10646393,17.24082966,18.23607732,19.52164328,20.54306979,21.29667163,21.78216627,22.40263677,22.77765928
35,48.66914063,47.18229423,45.60536771,43.17536529,40.35158835,39.31518529,40.03591249,41.03117397,41.32325839,41.34793726,42.32988281,43.58342012,45.24515779,46.51285021,47.70956717,49.63334004,51.69984082,53.20729449,54.56244962,55.621875,56.73321623,57.4694322,57.44364355,57.2414286,56.67053736,55.67024689,54.06644843,52.00612107,50.02950164
34.5,26.175,25.6248667,26.00306053,26.44977333,26.52743308,26.56431439,26.47002478,26.44231211,25.99807647,25.72226329,25.76601563,25.95043335,26.41407256,26.53018147,26.33431306,25.86405747,26.870312,27.55152066,28.44566733,29.24238281,29.80897802,30.10303591,30.3934622,30.4405285,30.46041383,29.89006544,29.17254412,28.00329596,27.25184236
